physics_score,chemistry_score,math_score,total_score,rank
1.5,24.63,7.98,34.1,7954
23.06,2.41,11.41,36.88,7955
6.24,13.68,14.28,34.2,7956
19.8,3.98,5.4,29.18,7957
29.59,3.55,1.14,34.28,7958
0.83,6.47,2.02,9.33,7959
20.79,17.8,11.84,50.42,7960
1.24,17.53,8.31,27.07,7961
11.58,10.84,3.26,25.68,7962
5.09,0.0,17.52,22.6,7963
33.27,16.27,0.0,49.54,7964
26.38,12.58,6.65,45.61,7965
28.25,3.08,12.83,44.16,7966
12.83,21.25,6.87,40.95,7967
20.31,3.76,17.73,41.79,7968
14.73,0.0,22.39,37.12,7969
2.61,9.67,18.13,30.42,7970
0.0,1.44,5.23,6.67,7971
16.42,18.19,14.77,49.37,7972
5.17,2.72,2.94,10.84,7973
11.56,7.4,13.33,32.3,7974
4.75,21.25,5.89,31.89,7975
0.0,25.03,0.0,25.03,7976
0.0,3.13,15.57,18.7,7977
7.13,0.0,8.1,15.24,7978
22.64,15.61,3.75,42.0,7979
9.68,23.06,7.88,40.62,7980
2.76,16.88,0.0,19.63,7981
10.8,5.33,3.85,19.98,7982
18.39,20.16,6.99,45.54,7983
7.89,0.62,25.18,33.69,7984
17.49,5.69,18.72,41.9,7985
1.94,9.35,16.01,27.3,7986
7.04,2.24,25.36,34.64,7987
6.16,12.69,12.86,31.7,7988
14.7,0.0,0.74,15.44,7989
8.83,8.07,28.89,45.78,7990
6.89,18.05,23.83,48.77,7991
13.17,10.33,12.71,36.22,7992
12.59,6.07,4.62,23.28,7993
9.19,0.0,6.39,15.57,7994
20.63,0.0,18.46,39.09,7995
8.91,16.23,10.59,35.73,7996
16.93,0.0,13.78,30.71,7997
29.27,8.86,0.0,38.13,7998
15.5,8.2,0.0,23.7,7999
0.0,0.0,0.0,0.0,8000
0.0,0.0,0.0,0.0,8001
15.35,7.95,14.82,38.12,8002
0.0,5.63,8.86,14.5,8003
9.2,0.0,8.39,17.59,8004
15.46,9.6,24.92,49.98,8005
16.97,3.89,11.24,32.1,8006
15.83,0.0,0.0,15.83,8007
23.29,10.22,9.91,43.43,8008
20.53,2.25,0.6,23.38,8009
16.2,0.0,7.37,23.57,8010
15.81,0.0,0.0,15.81,8011
0.0,22.06,8.63,30.69,8012
15.77,8.0,12.09,35.86,8013
12.34,7.83,0.0,20.17,8014
0.0,15.63,7.78,23.41,8015
43.79,6.79,0.0,50.57,8016
21.46,6.88,15.5,43.85,8017
18.44,0.0,10.54,28.97,8018
26.3,0.0,17.66,43.96,8019
13.06,10.26,17.71,41.03,8020
13.24,8.19,10.3,31.74,8021
0.0,6.79,19.32,26.1,8022
8.28,3.82,5.76,17.86,8023
1.62,31.71,14.5,47.83,8024
21.54,19.67,8.87,50.08,8025
0.0,0.0,15.36,15.36,8026
10.19,7.24,21.89,39.31,8027
11.46,9.9,27.23,48.6,8028
0.0,0.0,21.65,21.65,8029
11.17,6.36,21.6,39.14,8030
0.0,8.4,11.43,19.83,8031
11.16,19.49,13.98,44.63,8032
0.0,3.86,19.28,23.14,8033
0.31,11.33,14.23,25.87,8034
23.48,14.6,0.0,38.09,8035
9.79,0.0,10.06,19.85,8036
0.0,14.71,25.99,40.71,8037
10.94,20.49,14.2,45.63,8038
9.63,9.05,2.19,20.87,8039
0.98,16.06,13.41,30.45,8040
17.38,4.31,17.58,39.28,8041
5.62,15.94,13.46,35.02,8042
0.0,11.18,1.19,12.37,8043
4.79,14.22,0.0,19.01,8044
20.61,15.11,11.5,47.22,8045
16.93,9.29,13.41,39.63,8046
0.0,14.32,0.0,14.32,8047
23.52,8.61,6.46,38.58,8048
4.26,9.78,1.13,15.16,8049
0.0,0.0,0.0,0.0,8050
10.29,0.0,0.0,10.29,8051
18.19,8.47,16.73,43.39,8052
6.39,1.82,11.45,19.66,8053
6.46,16.38,3.73,26.58,8054
15.57,5.46,7.3,28.34,8055
0.0,21.38,0.0,21.38,8056
3.28,9.63,17.68,30.59,8057
27.93,10.73,8.67,47.33,8058
8.33,0.0,0.0,8.33,8059
4.73,15.08,19.96,39.78,8060
19.94,0.0,12.46,32.4,8061
13.38,19.75,6.12,39.25,8062
18.74,0.97,13.72,33.43,8063
4.14,20.75,10.15,35.04,8064
0.0,13.65,11.71,25.36,8065
1.65,4.28,5.72,11.65,8066
14.71,10.06,7.77,32.55,8067
0.0,16.32,0.0,16.32,8068
25.08,0.0,10.26,35.34,8069
10.25,0.0,5.4,15.65,8070
0.8,0.0,10.98,11.78,8071
6.73,31.96,1.51,40.2,8072
0.0,2.28,4.63,6.91,8073
18.17,24.55,7.6,50.32,8074
0.0,0.0,9.12,9.12,8075
8.91,17.34,14.39,40.64,8076
9.38,12.32,5.4,27.11,8077
0.0,0.0,0.0,0.0,8078
16.98,2.57,6.33,25.89,8079
2.12,4.44,0.45,7.01,8080
14.14,1.2,2.51,17.85,8081
16.59,10.05,19.28,45.92,8082
0.0,4.39,9.61,13.99,8083
3.37,7.7,0.0,11.07,8084
0.0,12.55,7.24,19.79,8085
31.09,14.58,2.33,48.0,8086
0.0,0.0,0.08,0.08,8087
3.18,13.25,5.78,22.22,8088
5.83,2.78,13.73,22.34,8089
19.03,7.36,17.55,43.94,8090
3.59,0.0,10.67,14.26,8091
18.34,5.98,8.13,32.44,8092
0.0,0.0,0.0,0.0,8093
13.08,2.73,13.29,29.1,8094
6.38,35.98,7.14,49.5,8095
0.0,4.12,11.27,15.39,8096
19.19,18.35,0.0,37.54,8097
2.93,1.8,16.46,21.18,8098
0.0,29.75,1.74,31.49,8099
8.91,12.57,0.0,21.48,8100
8.64,19.6,11.09,39.33,8101
5.35,5.8,3.56,14.71,8102
12.05,0.0,21.68,33.73,8103
1.87,4.75,2.03,8.64,8104
19.39,0.0,7.61,26.99,8105
11.55,13.32,20.69,45.56,8106
14.99,5.79,0.98,21.75,8107
0.0,0.91,0.0,0.91,8108
9.32,8.37,0.0,17.69,8109
2.17,0.0,14.24,16.41,8110
0.0,7.43,0.0,7.43,8111
18.02,10.31,18.86,47.2,8112
0.0,18.85,4.21,23.05,8113
21.68,0.0,3.58,25.27,8114
0.0,0.0,0.0,0.0,8115
10.19,0.0,20.87,31.06,8116
13.78,14.93,14.56,43.27,8117
7.12,16.2,0.0,23.33,8118
19.35,6.51,0.0,25.86,8119
7.6,4.89,6.6,19.1,8120
19.99,17.13,2.43,39.54,8121
20.05,19.63,3.4,43.07,8122
0.52,14.51,10.75,25.77,8123
8.0,9.37,23.03,40.4,8124
14.77,25.73,9.66,50.16,8125
12.5,24.43,5.18,42.11,8126
12.86,21.26,14.92,49.03,8127
8.69,1.52,22.61,32.82,8128
0.0,0.0,5.58,5.58,8129
6.78,10.49,0.0,17.27,8130
15.72,18.47,10.4,44.59,8131
3.16,2.56,0.0,5.72,8132
4.79,12.62,13.29,30.7,8133
10.61,31.83,3.61,46.05,8134
0.0,4.83,17.7,22.53,8135
25.75,25.5,0.0,51.25,8136
34.32,0.4,8.93,43.65,8137
14.31,10.12,5.94,30.37,8138
1.79,23.56,0.0,25.35,8139
10.3,29.72,6.52,46.54,8140
18.92,19.05,12.44,50.42,8141
17.85,0.0,0.71,18.56,8142
8.62,15.87,0.0,24.49,8143
0.16,8.26,23.36,31.77,8144
7.04,23.64,4.01,34.69,8145
13.1,18.84,10.89,42.83,8146
0.0,10.75,6.01,16.76,8147
4.34,13.55,7.39,25.27,8148
3.07,7.44,13.5,24.01,8149
0.0,2.9,0.0,2.9,8150
10.89,17.43,23.33,51.65,8151
14.47,29.84,0.0,44.31,8152
0.0,21.03,3.43,24.46,8153
20.14,8.82,19.47,48.43,8154
11.94,1.45,24.54,37.93,8155
0.0,0.0,16.76,16.76,8156
0.0,9.53,9.2,18.73,8157
0.18,0.0,10.92,11.1,8158
4.1,0.0,0.0,4.1,8159
0.08,28.89,7.85,36.83,8160
12.8,0.0,16.9,29.7,8161
17.15,0.0,14.3,31.45,8162
0.0,15.56,11.83,27.39,8163
6.62,21.63,13.83,42.08,8164
7.57,2.02,0.0,9.59,8165
10.24,0.0,11.25,21.49,8166
7.86,11.6,0.95,20.41,8167
0.0,0.0,15.27,15.27,8168
14.42,0.0,18.97,33.39,8169
6.98,10.79,4.36,22.13,8170
18.41,15.52,1.75,35.68,8171
15.05,0.0,23.7,38.74,8172
19.86,19.78,0.0,39.63,8173
15.39,0.29,7.16,22.84,8174
11.91,11.99,4.86,28.76,8175
11.51,0.8,3.65,15.96,8176
0.0,0.0,9.31,9.31,8177
10.71,28.47,9.52,48.7,8178
0.07,0.0,0.0,0.07,8179
14.49,14.49,19.44,48.42,8180
11.93,26.4,12.45,50.78,8181
0.0,9.6,0.0,9.6,8182
0.0,9.52,9.62,19.15,8183
0.14,2.24,10.51,12.89,8184
16.54,15.79,0.0,32.33,8185
3.47,17.27,0.0,20.73,8186
8.58,5.74,11.85,26.17,8187
0.0,2.92,4.3,7.22,8188
8.36,18.71,12.96,40.04,8189
10.59,4.96,0.88,16.43,8190
26.31,8.37,0.86,35.54,8191
17.39,0.0,0.0,17.39,8192
18.46,0.0,2.57,21.02,8193
7.24,0.0,32.2,39.44,8194
2.92,0.53,24.8,28.26,8195
0.0,0.61,5.89,6.51,8196
8.79,9.54,3.86,22.19,8197
23.35,0.0,6.3,29.64,8198
6.17,9.02,8.15,23.34,8199
8.11,18.46,10.4,36.97,8200
4.39,16.02,20.04,40.44,8201
0.0,7.35,8.94,16.28,8202
11.66,4.18,31.61,47.45,8203
3.13,9.79,15.9,28.83,8204
9.34,10.34,15.75,35.44,8205
5.65,18.07,22.97,46.69,8206
24.88,5.56,0.0,30.44,8207
0.0,15.12,12.51,27.63,8208
4.7,8.63,3.07,16.4,8209
12.24,24.11,5.82,42.17,8210
21.33,0.0,23.26,44.6,8211
0.0,21.88,6.53,28.4,8212
4.96,0.0,6.49,11.45,8213
4.85,16.91,0.0,21.76,8214
21.2,0.0,10.65,31.85,8215
18.64,1.96,25.99,46.59,8216
16.23,19.17,10.69,46.09,8217
0.0,6.29,0.0,6.29,8218
24.0,7.46,11.77,43.23,8219
17.59,16.25,10.54,44.39,8220
14.8,2.59,0.0,17.39,8221
3.36,20.06,10.08,33.5,8222
16.71,5.18,18.71,40.6,8223
0.79,11.29,0.31,12.4,8224
22.73,3.11,15.35,41.18,8225
23.63,0.0,8.77,32.4,8226
0.0,22.97,22.15,45.12,8227
12.28,10.65,20.81,43.74,8228
6.23,5.98,6.58,18.79,8229
27.34,0.0,0.0,27.34,8230
7.91,0.0,2.11,10.03,8231
0.0,10.08,24.32,34.39,8232
9.32,4.07,3.79,17.19,8233
0.0,0.0,18.12,18.12,8234
22.65,28.39,0.0,51.04,8235
6.68,11.79,17.53,35.99,8236
0.0,0.0,0.0,0.0,8237
0.0,0.0,0.0,0.0,8238
0.0,0.0,0.0,0.0,8239
0.0,0.0,20.6,20.6,8240
16.55,3.76,0.0,20.31,8241
0.85,0.0,12.82,13.67,8242
1.82,20.68,15.42,37.92,8243
12.36,18.58,9.7,40.64,8244
24.68,7.66,10.77,43.1,8245
11.64,15.52,8.86,36.02,8246
12.97,5.8,0.76,19.53,8247
2.47,28.82,15.42,46.71,8248
0.0,9.93,4.51,14.44,8249
10.52,15.93,13.39,39.84,8250
6.64,23.24,18.45,48.33,8251
9.55,11.62,5.79,26.96,8252
6.53,6.8,9.9,23.24,8253
18.26,3.45,0.0,21.71,8254
5.47,3.38,10.01,18.86,8255
0.0,6.53,0.22,6.74,8256
11.23,8.17,8.48,27.88,8257
3.13,11.38,5.9,20.41,8258
6.21,5.69,22.75,34.64,8259
14.79,24.2,4.05,43.04,8260
20.24,7.97,12.07,40.28,8261
9.17,0.0,15.26,24.43,8262
10.2,27.52,0.0,37.72,8263
11.2,17.7,8.01,36.91,8264
6.09,13.9,20.11,40.1,8265
10.09,0.0,9.52,19.61,8266
0.0,20.51,9.88,30.39,8267
14.14,13.28,14.22,41.64,8268
8.08,0.0,15.36,23.44,8269
0.0,15.68,16.21,31.88,8270
16.96,3.42,23.54,43.92,8271
2.56,5.98,20.22,28.76,8272
29.46,19.55,0.0,49.01,8273
20.39,11.72,5.11,37.22,8274
0.0,22.65,5.94,28.59,8275
4.88,10.41,3.51,18.8,8276
5.35,19.15,4.85,29.36,8277
9.73,12.64,9.69,32.06,8278
5.09,5.4,8.93,19.42,8279
0.58,13.31,5.52,19.41,8280
20.19,11.09,12.69,43.97,8281
20.35,2.34,25.86,48.55,8282
9.66,26.39,10.0,46.05,8283
18.06,2.9,4.87,25.83,8284
7.31,4.71,11.8,23.81,8285
1.7,14.0,0.0,15.69,8286
21.05,4.82,21.89,47.76,8287
21.67,8.87,6.46,37.01,8288
6.8,12.45,0.9,20.15,8289
12.12,4.09,0.0,16.22,8290
0.0,0.0,0.0,0.0,8291
20.64,26.35,0.0,46.99,8292
6.01,14.1,9.71,29.82,8293
13.33,5.43,11.06,29.82,8294
0.0,0.0,7.92,7.92,8295
4.88,12.22,25.25,42.35,8296
4.6,5.94,13.01,23.56,8297
5.08,10.86,18.97,34.91,8298
35.96,9.22,5.35,50.53,8299
19.18,0.0,13.38,32.56,8300
12.24,9.52,0.0,21.76,8301
6.8,7.82,13.2,27.82,8302
14.69,17.96,4.15,36.8,8303
19.73,0.0,3.23,22.96,8304
10.07,7.55,0.0,17.62,8305
0.0,21.34,9.29,30.63,8306
5.69,4.83,0.0,10.51,8307
6.74,0.0,24.8,31.54,8308
15.57,21.95,1.44,38.97,8309
15.1,12.78,19.24,47.12,8310
11.86,0.35,30.01,42.22,8311
17.9,7.09,14.99,39.99,8312
0.0,8.02,0.0,8.02,8313
5.31,10.89,19.11,35.3,8314
9.49,8.93,10.38,28.79,8315
22.31,0.0,10.19,32.49,8316
11.23,10.4,1.71,23.35,8317
11.15,19.23,7.99,38.37,8318
18.27,6.65,13.98,38.9,8319
19.61,20.98,10.25,50.84,8320
3.07,16.62,26.87,46.55,8321
15.67,0.0,23.0,38.67,8322
23.81,7.43,10.69,41.92,8323
16.57,0.0,7.51,24.08,8324
1.51,2.17,23.35,27.03,8325
2.05,20.33,12.95,35.33,8326
27.46,5.64,0.0,33.11,8327
4.74,17.4,17.23,39.37,8328
17.75,0.0,13.85,31.6,8329
0.0,8.38,4.73,13.11,8330
7.93,10.15,0.0,18.08,8331
24.7,4.68,8.98,38.36,8332
9.02,17.81,19.37,46.2,8333
10.04,15.08,5.51,30.64,8334
4.84,0.0,0.0,4.84,8335
0.96,13.39,2.34,16.69,8336
3.75,0.28,10.12,14.15,8337
12.01,13.15,9.58,34.75,8338
15.69,6.21,0.0,21.9,8339
28.18,0.0,2.59,30.77,8340
6.55,21.03,19.0,46.59,8341
0.0,18.38,9.71,28.08,8342
10.59,12.71,11.97,35.27,8343
11.22,0.0,17.05,28.27,8344
16.65,14.63,8.82,40.1,8345
3.57,18.74,22.18,44.49,8346
14.83,13.71,14.55,43.09,8347
3.08,14.33,7.21,24.62,8348
11.88,10.63,13.98,36.49,8349
0.0,0.0,22.7,22.7,8350
6.94,24.44,8.59,39.97,8351
4.05,0.0,0.0,4.05,8352
13.97,30.27,4.86,49.1,8353
28.41,13.54,4.72,46.67,8354
15.44,4.94,10.33,30.72,8355
4.94,21.97,13.55,40.46,8356
26.69,0.0,17.8,44.48,8357
19.24,20.92,4.53,44.69,8358
18.65,9.31,5.08,33.05,8359
26.99,6.73,16.02,49.74,8360
0.19,4.61,0.9,5.7,8361
11.21,2.9,10.0,24.11,8362
0.0,0.0,0.0,0.0,8363
24.3,0.0,6.64,30.94,8364
8.88,0.0,18.42,27.3,8365
12.49,6.41,1.92,20.82,8366
18.34,5.4,4.15,27.89,8367
12.15,9.61,28.41,50.17,8368
14.83,9.96,9.93,34.73,8369
7.44,0.0,8.26,15.7,8370
10.43,2.62,0.0,13.05,8371
0.0,21.97,24.54,46.51,8372
5.99,18.85,19.86,44.71,8373
22.62,14.09,7.68,44.39,8374
13.36,18.97,6.88,39.2,8375
7.85,5.11,10.75,23.71,8376
12.6,18.8,13.36,44.76,8377
10.34,10.51,9.58,30.43,8378
0.0,0.0,30.41,30.41,8379
11.19,9.68,25.12,45.98,8380
7.04,0.0,2.02,9.06,8381
18.17,21.85,0.0,40.02,8382
0.0,0.0,10.93,10.93,8383
0.0,22.8,0.0,22.8,8384
1.41,22.66,17.68,41.75,8385
24.73,5.96,0.0,30.68,8386
0.0,22.95,10.17,33.11,8387
13.31,15.63,8.44,37.37,8388
0.0,6.18,10.47,16.65,8389
1.49,12.39,3.98,17.86,8390
5.81,15.99,7.56,29.35,8391
24.78,9.18,3.93,37.89,8392
17.03,11.89,13.15,42.07,8393
16.28,0.0,4.56,20.85,8394
1.78,8.39,20.95,31.13,8395
10.97,21.52,10.49,42.98,8396
11.02,6.39,7.14,24.56,8397
5.7,13.65,9.0,28.35,8398
25.88,0.0,9.56,35.44,8399
14.05,11.73,5.91,31.68,8400
18.67,1.06,0.0,19.73,8401
1.09,17.85,23.64,42.57,8402
16.3,12.3,7.36,35.97,8403
18.88,12.72,8.69,40.29,8404
4.93,0.0,7.24,12.17,8405
7.99,11.75,10.71,30.44,8406
5.73,3.6,10.86,20.19,8407
1.6,11.71,0.0,13.31,8408
5.55,0.0,0.0,5.55,8409
2.09,18.19,4.46,24.74,8410
27.6,1.35,18.43,47.38,8411
0.0,20.54,0.0,20.54,8412
15.85,20.63,9.13,45.61,8413
12.82,0.0,11.61,24.43,8414
0.0,3.83,11.71,15.54,8415
24.9,6.04,4.51,35.44,8416
29.04,2.74,6.22,38.01,8417
9.04,14.24,15.7,38.98,8418
11.82,26.73,12.55,51.09,8419
0.75,24.93,8.13,33.81,8420
2.64,12.12,15.95,30.71,8421
18.56,7.85,13.46,39.87,8422
3.58,7.28,0.0,10.85,8423
3.84,1.97,0.92,6.73,8424
0.0,18.58,11.36,29.93,8425
11.43,21.64,13.7,46.77,8426
29.1,7.44,8.87,45.41,8427
0.0,16.42,0.0,16.42,8428
19.97,6.27,0.0,26.24,8429
0.0,0.0,16.57,16.57,8430
9.17,21.58,17.22,47.97,8431
19.99,20.09,9.62,49.71,8432
25.38,18.04,0.0,43.43,8433
15.32,3.69,22.42,41.43,8434
3.26,0.82,29.5,33.58,8435
12.97,0.0,8.92,21.89,8436
16.43,16.88,13.61,46.92,8437
9.7,9.17,8.58,27.45,8438
13.32,23.82,6.55,43.69,8439
15.59,17.56,6.84,40.0,8440
1.61,20.29,18.31,40.22,8441
24.89,19.68,6.38,50.95,8442
8.32,0.0,9.87,18.19,8443
6.71,30.12,8.77,45.6,8444
14.53,21.31,7.42,43.26,8445
13.51,23.8,3.38,40.7,8446
15.99,14.03,8.03,38.05,8447
0.0,17.74,17.84,35.58,8448
4.52,20.61,7.4,32.53,8449
7.99,12.2,17.22,37.41,8450
18.72,4.49,9.65,32.86,8451
0.0,11.69,24.65,36.34,8452
0.0,0.0,0.0,0.0,8453
8.56,11.19,8.21,27.97,8454
0.0,0.0,31.8,31.8,8455
1.91,11.23,35.06,48.19,8456
0.0,21.16,12.46,33.62,8457
20.32,1.24,15.61,37.16,8458
8.39,0.0,14.19,22.58,8459
3.22,20.04,0.0,23.26,8460
9.9,0.45,20.21,30.56,8461
6.55,11.54,19.26,37.35,8462
27.51,3.89,1.42,32.82,8463
12.3,12.5,16.73,41.54,8464
0.0,18.46,0.0,18.46,8465
0.0,0.24,10.5,10.74,8466
0.0,0.68,7.15,7.83,8467
1.9,15.64,24.66,42.2,8468
9.95,22.76,14.51,47.21,8469
0.0,0.0,0.0,0.0,8470
25.26,5.74,0.0,31.0,8471
9.11,3.8,11.43,24.33,8472
9.07,17.8,3.78,30.65,8473
0.0,12.48,2.17,14.65,8474
11.87,4.56,18.14,34.57,8475
0.0,0.0,25.76,25.76,8476
0.0,1.87,0.0,1.87,8477
11.28,21.69,14.08,47.04,8478
0.0,27.55,23.29,50.83,8479
16.3,24.54,9.82,50.66,8480
2.84,15.98,11.02,29.84,8481
20.23,11.95,11.17,43.35,8482
0.91,9.45,6.73,17.09,8483
0.0,1.18,8.47,9.65,8484
11.55,10.16,5.67,27.38,8485
17.95,10.27,0.0,28.22,8486
0.0,16.85,12.51,29.36,8487
11.04,21.52,12.68,45.23,8488
32.67,1.24,12.84,46.75,8489
7.19,0.45,11.16,18.8,8490
9.32,4.48,0.0,13.8,8491
28.78,6.35,0.0,35.13,8492
18.43,0.0,0.0,18.43,8493
10.58,20.5,14.6,45.68,8494
4.71,0.0,5.34,10.05,8495
0.35,14.69,0.0,15.04,8496
27.42,0.57,12.3,40.29,8497
0.0,0.0,21.46,21.46,8498
3.78,17.07,12.62,33.47,8499
6.3,16.53,1.34,24.17,8500
0.28,0.0,4.56,4.84,8501
9.82,8.2,25.47,43.5,8502
16.42,5.41,6.42,28.26,8503
6.32,12.33,0.0,18.65,8504
15.16,12.68,15.0,42.84,8505
24.61,0.0,0.0,24.61,8506
16.32,18.37,13.45,48.14,8507
7.35,0.0,23.39,30.75,8508
14.96,24.16,0.2,39.32,8509
14.91,8.22,0.0,23.13,8510
6.48,11.46,28.86,46.81,8511
12.19,0.0,10.92,23.11,8512
24.11,0.0,8.88,32.99,8513
7.27,18.24,17.26,42.77,8514
0.0,12.1,1.64,13.73,8515
6.32,9.02,0.0,15.34,8516
20.45,13.08,0.0,33.53,8517
3.32,16.52,0.0,19.83,8518
0.0,6.85,1.56,8.42,8519
7.02,7.05,8.99,23.06,8520
17.51,8.55,0.0,26.06,8521
0.0,21.0,7.88,28.88,8522
11.97,11.76,0.0,23.73,8523
0.0,13.04,22.68,35.72,8524
11.64,19.69,10.61,41.94,8525
0.0,22.85,10.28,33.13,8526
13.37,12.21,7.86,33.44,8527
0.0,16.76,0.0,16.76,8528
10.19,4.42,17.77,32.38,8529
3.53,6.23,7.52,17.28,8530
27.89,3.83,0.0,31.72,8531
2.62,4.18,0.0,6.8,8532
14.6,10.77,21.71,47.08,8533
19.39,10.31,5.93,35.64,8534
0.0,13.69,29.85,43.54,8535
0.0,0.71,27.29,28.0,8536
0.0,8.67,25.92,34.6,8537
0.0,9.18,10.77,19.96,8538
13.34,0.0,25.82,39.16,8539
13.06,16.27,18.1,47.43,8540
8.29,4.61,11.33,24.23,8541
12.68,9.74,15.35,37.77,8542
24.11,13.31,3.46,40.88,8543
16.32,15.21,7.69,39.22,8544
11.09,17.12,11.68,39.89,8545
3.72,16.19,29.53,49.43,8546
0.0,0.0,0.0,0.0,8547
7.75,0.0,0.0,7.75,8548
18.04,5.84,16.65,40.53,8549
0.0,0.0,0.0,0.0,8550
7.79,27.53,5.37,40.69,8551
31.39,6.68,4.89,42.95,8552
13.68,9.64,18.36,41.68,8553
3.72,2.99,5.12,11.83,8554
2.29,24.87,0.85,28.02,8555
16.76,0.0,6.02,22.77,8556
9.8,23.57,12.16,45.53,8557
0.0,26.57,19.67,46.24,8558
6.67,0.0,21.96,28.63,8559
26.58,4.58,3.2,34.36,8560
1.6,24.2,0.87,26.67,8561
8.19,15.81,5.16,29.16,8562
0.18,21.28,22.8,44.26,8563
19.89,22.46,0.0,42.35,8564
1.73,0.0,24.8,26.53,8565
13.75,12.53,18.24,44.53,8566
15.93,0.0,10.27,26.2,8567
19.18,10.72,9.96,39.87,8568
0.0,13.65,20.71,34.35,8569
0.0,5.04,12.08,17.11,8570
15.12,0.0,21.27,36.39,8571
18.49,3.66,3.24,25.38,8572
6.74,0.0,15.56,22.3,8573
0.0,3.88,3.75,7.63,8574
5.97,5.11,10.38,21.46,8575
8.13,13.09,10.81,32.03,8576
0.0,29.37,18.65,48.01,8577
5.1,0.0,0.0,5.1,8578
9.55,12.47,11.63,33.65,8579
14.52,0.0,32.81,47.33,8580
0.0,13.26,0.0,13.26,8581
15.34,5.59,17.59,38.52,8582
6.63,8.16,1.76,16.55,8583
11.42,0.0,21.63,33.05,8584
3.27,0.0,7.77,11.04,8585
12.7,0.0,16.04,28.75,8586
3.39,2.45,0.0,5.84,8587
25.65,21.3,0.0,46.96,8588
14.47,7.31,4.54,26.32,8589
9.28,9.66,27.58,46.51,8590
14.69,16.85,8.39,39.93,8591
14.84,20.69,0.0,35.54,8592
10.57,17.58,17.1,45.25,8593
11.05,12.22,7.39,30.66,8594
12.04,20.99,18.04,51.07,8595
1.24,12.19,0.0,13.44,8596
0.0,0.09,2.73,2.82,8597
8.55,20.92,17.96,47.43,8598
7.7,7.95,13.47,29.11,8599
18.47,5.67,16.6,40.74,8600
0.0,0.7,11.18,11.88,8601
20.57,19.12,6.69,46.38,8602
25.2,13.3,0.0,38.5,8603
5.66,1.37,16.52,23.55,8604
29.68,1.85,13.6,45.13,8605
8.69,5.27,0.0,13.96,8606
22.14,18.17,0.0,40.31,8607
0.86,12.9,11.37,25.13,8608
0.0,3.5,6.62,10.12,8609
27.9,0.26,5.24,33.41,8610
0.0,1.88,0.0,1.88,8611
23.23,11.72,9.41,44.36,8612
27.51,12.44,6.24,46.18,8613
5.25,0.26,12.15,17.65,8614
19.45,6.26,23.07,48.78,8615
6.61,4.88,7.26,18.75,8616
0.0,0.0,5.48,5.48,8617
0.0,3.26,11.16,14.42,8618
17.02,12.48,15.66,45.16,8619
11.32,0.0,26.22,37.54,8620
18.66,2.47,18.1,39.24,8621
0.0,0.0,0.47,0.47,8622
13.14,14.25,20.11,47.5,8623
13.49,0.0,17.54,31.03,8624
9.97,29.56,0.0,39.54,8625
20.99,8.25,21.54,50.78,8626
18.99,12.5,9.1,40.59,8627
10.55,0.83,0.0,11.38,8628
5.05,14.42,15.77,35.23,8629
12.45,23.67,3.49,39.61,8630
0.0,0.0,3.02,3.02,8631
18.13,4.8,3.66,26.59,8632
0.0,20.56,12.51,33.06,8633
3.87,14.0,21.12,39.0,8634
15.77,9.22,10.33,35.32,8635
16.72,11.67,0.13,28.53,8636
6.2,16.06,14.9,37.15,8637
14.09,25.45,3.65,43.19,8638
24.06,0.0,0.0,24.06,8639
6.42,34.5,0.0,40.93,8640
23.68,17.15,5.42,46.26,8641
14.45,30.19,0.0,44.64,8642
4.44,9.43,9.47,23.33,8643
4.71,16.04,5.76,26.51,8644
0.0,12.79,0.0,12.79,8645
12.72,9.92,12.16,34.8,8646
8.95,0.0,7.29,16.24,8647
0.0,9.07,0.0,9.07,8648
22.62,4.88,0.0,27.5,8649
11.77,11.24,20.68,43.69,8650
0.0,0.0,22.88,22.88,8651
10.52,18.93,5.17,34.63,8652
22.33,11.87,13.9,48.1,8653
20.37,12.89,17.25,50.51,8654
27.7,0.0,0.0,27.7,8655
0.0,3.89,15.84,19.73,8656
0.0,1.68,7.86,9.54,8657
0.0,3.11,0.03,3.14,8658
0.0,0.24,9.77,10.01,8659
14.79,6.97,6.77,28.53,8660
9.21,22.35,4.75,36.31,8661
1.65,0.0,10.68,12.33,8662
5.36,0.0,2.29,7.66,8663
18.69,25.61,4.84,49.14,8664
6.51,22.25,0.0,28.76,8665
0.0,14.9,25.35,40.25,8666
15.21,10.18,19.65,45.04,8667
0.0,29.93,9.91,39.84,8668
6.1,0.0,0.0,6.1,8669
3.82,13.39,5.82,23.02,8670
8.67,0.0,9.66,18.33,8671
5.77,11.4,7.69,24.86,8672
0.0,12.05,11.77,23.82,8673
1.66,4.96,8.12,14.73,8674
21.66,0.0,25.74,47.4,8675
7.9,0.0,0.0,7.9,8676
22.58,7.07,3.77,33.42,8677
2.12,0.0,0.0,2.12,8678
10.18,14.89,24.46,49.53,8679
5.67,18.41,15.96,40.04,8680
0.0,0.0,6.89,6.89,8681
9.58,14.42,13.62,37.62,8682
19.73,10.26,10.0,39.98,8683
10.82,0.0,18.17,28.98,8684
15.85,12.35,21.92,50.11,8685
18.6,10.83,6.73,36.16,8686
0.0,2.71,8.69,11.4,8687
0.0,25.36,12.19,37.54,8688
